item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts
WM17F0FC,Uncle Ben's Croissants,Perishable,Bakery,31,13,271,642,7.36,7.36,26,0.92,1,2025-07-08,2025-07-11,4.73,370.5,12.35,1,18.461537891294103
WM46B7BD,Barilla Croissants 16oz,Perishable,Bakery,55,18,484,577,8.6,8.6,101,1.31,1,2025-07-08,2025-07-11,4.32,1274.17,42.47,1,2.5900634998422745
WM95FA67,Uncle Ben's Yogurt Organic,Perishable,Dairy,38,36,113,0,8.84,8.84,113,0.75,1,2025-07-06,2025-07-09,7.11,1990.56,66.35,2,0.9947249663576464
WM413B05,Organic Croissants,Perishable,Bakery,7,0,332,280,1.17,1.05,17,0.12,1,2025-06-17,2025-06-18,4.18,524.33,17.48,0,16.01830705564068
WM30CBCD,Canned Flakes 16oz,Perishable,Grocery,315,254,212,0,5.46,5.46,20,0.63,7,2025-07-06,2025-07-15,2.46,1680.15,56.0,5,3.392857142857143
WM66AE51,Heinz Rice,Perishable,Grocery,707,502,68,0,4.62,4.62,6,0.0,7,2025-07-06,2025-07-14,3.84,2024.68,67.49,6,0.6815824782340681
WMB9543C,Fresh Bananas,Perishable,Produce,8,0,92,0,9.38,9.38,92,1.37,1,2025-07-06,2025-07-07,5.45,1600.98,53.37,0,1.4614952512843422
WM49124C,Organic Bread 16oz,Perishable,Bakery,22,0,92,143,9.81,7.95,7,0.0,1,2025-07-06,2025-07-07,6.2,192.83,6.43,0,10.730948964555129
WM2A000F,Del Monte Croissants 12oz,Perishable,Bakery,53,13,56,0,5.26,5.26,14,0.94,2,2025-06-30,2025-07-02,8.09,1740.65,58.02,0,0.2412961028876837
WM3061B3,Campbell's Pasta 12oz,Perishable,Grocery,570,256,295,245,4.17,4.17,23,0.47,9,2025-07-06,2025-07-16,5.42,476.93,15.9,6,4.528301995434599
WMA1E822,Organic Carrots,Perishable,Produce,11,2,444,380,8.13,7.32,43,1.46,2,2025-07-08,2025-07-12,3.58,591.23,19.71,2,9.233891854585512
WMFE9B2C,Apples,Perishable,Produce,14,9,243,0,7.67,7.67,41,1.61,1,2025-07-06,2025-07-09,5.04,2307.81,76.93,1,1.2608865152113349
WMA6C3D8,Tyson Sauce,Perishable,Grocery,699,660,308,127,4.76,4.76,1,0.49,12,2025-06-25,2025-07-07,2.61,83.52,2.78,1,54.67625955550372
WMA19798,Del Monte Beef,Perishable,Meat,8,2,207,326,1.86,1.67,51,0.11,1,2025-07-09,2025-07-12,5.49,1468.92,48.96,2,3.819444515866133
WME7F6CA,Organic Rice,Perishable,Grocery,397,229,438,0,2.75,2.75,42,0.0,11,2025-06-29,2025-07-10,7.14,2135.59,71.19,7,1.8120521923871955
WM137B1C,Uncle Ben's Beef,Perishable,Meat,6,0,164,0,5.93,5.34,66,0.68,2,2025-07-06,2025-07-10,6.07,1688.74,56.29,2,1.9541658946688167
WM6EBC4C,Tyson Milk,Perishable,Dairy,15,10,55,81,0.91,0.91,18,0.0,1,2025-07-10,2025-07-11,5.03,621.4,20.71,1,0.5794302525583892
WM8CD71D,Fresh Apples,Perishable,Produce,11,2,332,0,9.06,9.06,145,1.6,1,2025-07-06,2025-07-08,3.38,2178.5,72.62,0,2.4235746811271457
WM1E7581,Fresh Apples,Perishable,Produce,14,9,364,783,3.44,3.44,26,0.7,2,2025-07-09,2025-07-11,5.98,510.98,17.03,1,12.155020061879627
WMAEEBB6,Barilla Cleaner,Perishable,Household,668,368,124,0,16.0,16.0,83,2.91,12,2025-07-01,2025-07-13,7.87,667.94,22.26,11,3.728661237492236
WM868ACE,Kellogg's Chicken,Perishable,Meat,3,0,361,206,7.62,6.85,60,0.77,2,2025-06-29,2025-07-01,6.2,1864.89,62.16,0,3.3140283221634586
WM447B25,Great Value Sauce,Perishable,Grocery,396,261,328,211,1.58,1.58,66,0.2,10,2025-07-06,2025-07-18,5.23,1702.31,56.74,8,4.124074604826889
WM9F7A68,Barilla Bacon 12oz,Perishable,Meat,10,2,145,145,0.64,0.64,33,0.05,1,2025-07-10,2025-07-11,7.89,1677.77,55.93,1,2.3064544841073835
WM41B4B2,Potatoes,Perishable,Produce,7,0,438,788,1.9,1.39,45,0.46,1,2025-07-09,2025-07-10,4.89,930.21,31.01,1,3.386004489680912
WMA02A5B,Carrots 12oz,Perishable,Produce,4,0,112,54,2.23,1.96,23,0.27,2,2025-06-30,2025-07-02,6.91,683.97,22.8,1,2.3684211318842947
WMF6189D,Heinz Yogurt 16oz,Perishable,Dairy,18,0,89,0,4.88,4.39,1,0.34,2,2025-07-06,2025-07-09,0.43,2014.51,67.15,1,1.1913625939259114
WM83953C,Uncle Ben's Pasta 12oz,Perishable,Grocery,686,40,174,0,7.61,7.61,61,1.09,11,2025-06-25,2025-07-06,0.4,835.5,27.85,4,2.190305176461935
WMC2EC38,Kellogg's Cheese,Perishable,Dairy,17,7,452,1124,5.56,5.56,14,0.46,1,2025-07-09,2025-07-10,5.41,229.25,7.64,0,34.81675453514899
WMDF5A25,Great Value Beans,Perishable,Grocery,350,307,317,405,8.0,8.0,12,1.02,11,2025-07-10,2025-07-23,3.28,145.44,4.85,13,29.69072223330473
WM4289AC,Heinz Butter,Perishable,Dairy,39,17,210,116,6.25,6.25,73,0.61,1,2025-07-08,2025-07-10,4.03,1444.74,48.16,0,0.9136212653531466
WM86733B,Sara Lee Pork 16oz,Perishable,Meat,9,0,492,1089,4.28,3.12,88,0.4,1,2025-07-09,2025-07-11,5.55,1691.5,56.38,2,7.928343233976868
WMF50620,Organic Apples 12oz,Perishable,Produce,6,0,134,125,4.54,3.31,48,1.07,2,2025-07-09,2025-07-11,4.39,661.78,22.06,1,4.487760761410826
WM5CE2E8,Campbell's Milk 12oz,Perishable,Dairy,24,6,296,734,2.42,2.42,6,0.0,2,2025-07-09,2025-07-12,3.79,119.27,3.98,2,41.7085425136866
WMDC3457,Kellogg's Paper Towels 16oz,Non-Perishable,Household,386,143,466,0,2.87,2.87,32,0.48,12,2025-06-29,2025-07-11,6.39,1524.84,50.83,7,3.855990417853053
WM52A180,Organic Rice,Non-Perishable,Grocery,547,372,253,0,9.05,9.05,17,0.0,11,2025-07-01,2025-07-12,8.02,2298.83,76.63,9,1.4093697490662878
WME3CDD1,Barilla Batteries,Perishable,Electronics,481,155,378,134,25.01,25.01,76,9.12,11,2025-07-06,2025-07-18,4.94,238.61,7.95,8,21.1320759786948
WM3437F2,Barilla Beans 16oz,Perishable,Grocery,385,270,272,192,1.48,1.48,35,0.2,11,2025-07-06,2025-07-19,0.61,922.99,30.77,9,3.477413012940093
WMEC2881,Barilla Beef 16oz,Perishable,Meat,3,0,304,197,6.19,5.01,108,0.72,1,2025-07-06,2025-07-07,5.65,1834.24,61.14,0,2.109911699178736
WM05453C,Organic Rolls,Perishable,Bakery,37,0,442,112,5.87,5.19,67,0.68,1,2025-06-20,2025-06-21,5.88,2012.66,67.09,0,1.6693994054780623
WM9CA006,Tyson Bread 16oz,Perishable,Bakery,55,20,100,153,8.47,8.47,14,0.0,2,2025-07-10,2025-07-12,7.19,401.57,13.39,2,1.5683345378308489
WMD3BC11,Barilla Bread,Perishable,Bakery,3,0,229,337,9.24,8.32,22,0.0,1,2025-07-06,2025-07-07,3.36,616.74,20.56,1,6.32295736268597
WM3D1BD6,Uncle Ben's Sauce 12oz,Non-Perishable,Grocery,475,430,213,0,6.51,6.51,28,1.3,7,2025-07-06,2025-07-13,2.79,901.91,30.06,3,3.7924152370381994
WMBD7173,Del Monte Pasta,Perishable,Grocery,446,204,331,75,8.45,8.45,26,1.02,10,2025-06-26,2025-07-06,3.0,443.43,14.78,0,15.561569969917963
WM3541F4,Kellogg's Bread,Perishable,Bakery,22,0,388,650,9.03,8.13,41,0.0,1,2025-07-06,2025-07-09,0.65,1036.91,34.56,3,8.767360762727495
WMA92C60,Fresh Potatoes,Perishable,Produce,5,0,157,98,2.81,2.05,68,0.54,1,2025-07-06,2025-07-09,5.51,1188.02,39.6,1,3.636363776481081
WM5B4E84,Del Monte Cereal,Perishable,Grocery,335,64,61,74,6.04,6.04,6,1.2,9,2025-07-09,2025-07-18,3.37,134.02,4.47,8,11.633110165709988
WMD2B157,Canned Pasta 16oz,Non-Perishable,Grocery,483,137,476,145,1.83,1.83,5,0.26,12,2025-07-01,2025-07-13,4.94,229.08,7.64,7,24.214660109032188
WM0245B5,Great Value Cream 12oz,Perishable,Dairy,25,0,340,639,1.76,1.28,54,0.14,2,2025-07-09,2025-07-13,7.3,1338.56,44.62,3,5.042581922592079
WM935D45,Tyson Bacon,Perishable,Meat,10,4,142,104,1.8,1.8,37,0.24,2,2025-07-06,2025-07-10,6.97,820.55,27.35,0,5.118829910322535
WMFDCA8E,Organic Cream 16oz,Perishable,Dairy,24,7,71,147,7.51,7.51,11,0.66,1,2025-07-10,2025-07-13,2.19,195.18,6.51,3,9.370199363338182
WM42E739,Organic Avocados 12oz,Perishable,Produce,7,5,110,0,3.06,3.06,110,0.57,2,2025-07-06,2025-07-08,4.44,2529.57,84.32,1,0.7945920332363644
WMCA836A,Kellogg's Cream 16oz,Perishable,Dairy,22,6,235,0,6.18,6.18,45,0.5,2,2025-07-01,2025-07-03,3.81,1035.85,34.53,0,2.9539531887025743
WM8CF8F5,Sara Lee Paper Towels 16oz,Perishable,Household,618,443,336,320,18.26,18.26,18,4.49,11,2025-07-08,2025-07-19,5.24,100.56,3.35,9,21.492537925280043
WM9AD2C4,Great Value Yogurt 12oz,Perishable,Dairy,20,0,378,654,1.6,1.24,18,0.14,1,2025-07-06,2025-07-08,6.58,530.59,17.69,1,18.032786340839632
WM7C3664,Organic Muffins 12oz,Perishable,Bakery,34,11,448,448,4.69,4.69,45,0.93,2,2025-07-10,2025-07-13,5.64,2443.77,81.46,3,3.1549226968870365
WM39B669,Kellogg's Rolls 16oz,Perishable,Bakery,52,17,257,314,0.5,0.5,54,0.08,1,2025-07-08,2025-07-11,3.7,1394.79,46.49,1,1.1400300728435655
WM120487,Tyson Chicken 12oz,Perishable,Meat,5,0,209,160,3.31,2.94,33,0.37,1,2025-06-24,2025-06-25,5.47,1035.74,34.52,0,4.634994144793397
WMFEFB9E,Barilla Sauce,Non-Perishable,Grocery,475,413,475,705,6.33,6.33,14,0.71,10,2025-07-07,2025-07-17,8.24,235.45,7.85,7,37.83439536409798
WMEFEB3E,Tyson Beans Organic,Perishable,Grocery,636,398,147,0,6.17,6.17,1,1.08,10,2025-07-01,2025-07-11,1.58,586.21,19.54,7,4.401228043528935
WMD9F76F,Canned Soup,Non-Perishable,Grocery,549,314,91,11,3.02,3.02,24,0.38,10,2025-07-06,2025-07-16,7.17,461.55,15.38,6,1.755526644934715
WM59118A,Uncle Ben's Cereal 12oz,Perishable,Grocery,523,499,99,89,9.92,9.92,10,1.19,10,2025-07-09,2025-07-21,5.07,102.06,3.4,11,8.235293886653286
WMD81008,Fresh Potatoes 12oz,Perishable,Produce,4,0,200,161,9.34,7.54,40,1.8,2,2025-06-23,2025-06-25,4.68,1228.98,40.97,0,3.9297045448620302
WMEED870,Organic Beans,Non-Perishable,Grocery,681,0,300,118,2.96,2.96,30,0.4,7,2025-06-30,2025-07-07,1.21,2122.25,70.74,6,1.6680803444077474
WM593D59,Carrots,Perishable,Produce,12,2,483,483,6.51,6.51,122,1.35,1,2025-07-10,2025-07-12,5.39,2274.04,75.8,2,4.617414062120984
WM9B2B8F,Great Value Beef,Perishable,Meat,3,0,495,400,4.74,3.46,103,0.45,1,2025-07-07,2025-07-08,7.77,2073.26,69.11,0,3.2846186947652707
WMCBD2E0,Heinz Rolls 12oz,Perishable,Bakery,12,1,474,1288,8.61,6.98,23,0.98,2,2025-07-09,2025-07-12,6.75,282.95,9.43,2,46.12937284437249
WMCF7800,Fresh Carrots Organic,Perishable,Produce,14,1,337,337,3.11,2.8,55,0.49,1,2025-07-10,2025-07-12,4.59,2445.27,81.51,2,2.8094711568926773
WM40ABE2,Sara Lee Sauce 12oz,Non-Perishable,Grocery,498,480,133,0,7.88,7.88,62,1.07,11,2025-07-06,2025-07-17,6.22,1044.41,34.81,9,1.1490950422854955
WM33A765,Canned Ketchup 16oz,Non-Perishable,Grocery,300,177,323,0,5.8,5.8,61,1.1,9,2025-06-30,2025-07-09,3.01,1288.57,42.95,5,6.030267646083141
WM56D8E5,Great Value Beef,Perishable,Meat,8,0,181,174,8.67,6.32,64,0.67,1,2025-07-09,2025-07-10,3.86,1148.94,38.3,0,2.088772887561547
WM77D4DB,Canned Pasta,Perishable,Grocery,535,1,196,0,1.33,1.2,68,0.21,10,2025-07-06,2025-07-17,4.44,1845.95,61.53,8,1.852754790535732
WM28937B,Onions 12oz,Perishable,Produce,4,0,317,7,6.32,4.61,118,1.4,2,2025-07-06,2025-07-10,6.12,1383.89,46.13,1,3.468458623353273
WM2DA54C,Campbell's Cereal 16oz,Non-Perishable,Grocery,501,18,123,0,7.39,7.39,34,0.78,11,2025-06-29,2025-07-10,9.33,571.43,19.05,7,4.146981793380369
WM819467,Sara Lee Lotion,Perishable,Personal Care,509,280,373,0,19.93,19.93,183,3.31,11,2025-07-06,2025-07-19,6.13,1546.06,51.54,11,5.89833128831813
WM9BFB0F,Great Value Croissants,Perishable,Bakery,44,29,241,0,4.02,4.02,52,0.59,2,2025-07-06,2025-07-09,9.0,2136.83,71.23,0,2.4427908437415886
WM25D9BF,Uncle Ben's Batteries,Non-Perishable,Electronics,419,149,222,0,85.24,85.24,139,22.17,11,2025-06-22,2025-07-03,7.78,155.29,5.18,1,26.83397772323505
WMAA9CAD,Del Monte Rice 16oz,Non-Perishable,Grocery,483,42,232,341,6.0,6.0,1,0.0,9,2025-07-06,2025-07-16,3.57,100.29,3.34,6,36.22754584114826
WMA750A6,Great Value Sauce 12oz,Non-Perishable,Grocery,707,317,156,0,2.11,2.11,30,0.36,10,2025-06-28,2025-07-08,4.01,842.5,28.08,3,5.19943021355716
WMF115BC,Great Value Butter,Perishable,Dairy,24,10,210,0,7.93,7.93,55,0.48,2,2025-07-06,2025-07-10,4.68,1351.71,45.06,0,2.663115764375656
WM05BDE3,Kellogg's Sauce 12oz,Perishable,Grocery,321,202,151,0,1.34,1.34,52,0.15,10,2025-07-06,2025-07-17,8.23,1842.42,61.41,8,2.100635080940099
WM1A7DE4,Kellogg's Pasta 16oz,Non-Perishable,Grocery,505,333,112,0,3.43,3.43,6,0.4,13,2025-07-01,2025-07-14,2.89,705.58,23.52,9,4.6343536512993735
WM16ED89,Grapes Organic,Perishable,Produce,11,5,475,767,5.22,5.22,78,1.02,1,2025-07-09,2025-07-12,7.1,1098.68,36.62,2,5.871108855025145
WMC1BD4F,Campbell's Bacon 12oz,Perishable,Meat,11,1,206,697,6.25,5.06,19,0.59,1,2025-07-10,2025-07-12,5.41,364.63,12.15,2,14.732510750617848
WM5F3551,Campbell's Speaker,Perishable,Electronics,620,493,246,0,20.82,20.82,246,6.46,11,2025-07-06,2025-07-19,1.71,2237.03,74.57,12,1.139868584522734
WMAF95B3,Great Value Cheese 12oz,Perishable,Dairy,15,0,321,450,6.39,5.51,20,0.4,2,2025-07-06,2025-07-08,4.35,395.61,13.19,2,11.296437053841824
WM5AA614,Tyson Paper Towels,Non-Perishable,Household,403,190,227,0,15.44,15.44,227,3.68,10,2025-07-06,2025-07-16,5.17,1509.71,50.32,9,2.5238473920949342
WMD5DAA7,Campbell's Sauce,Non-Perishable,Grocery,692,242,95,0,2.94,2.94,58,0.38,10,2025-06-22,2025-07-02,3.77,1602.53,53.42,0,1.0857357167360815
WMA31547,Kellogg's Butter,Perishable,Dairy,49,23,105,0,8.1,8.1,50,0.65,2,2025-07-06,2025-07-08,6.06,974.3,32.48,0,0.9852216887622752
WM24081A,Del Monte Cream,Perishable,Dairy,39,33,320,449,8.9,8.9,57,0.8,1,2025-07-10,2025-07-11,2.41,961.3,32.04,1,3.4332083912860125
WM275BB7,Great Value Cleaner,Non-Perishable,Household,645,271,350,0,13.23,13.23,61,2.0,12,2025-06-30,2025-07-12,5.62,2153.99,71.8,9,4.49860705113288
WMF2F272,Barilla Croissants,Perishable,Bakery,39,19,296,579,4.21,4.21,53,0.46,1,2025-07-09,2025-07-11,5.0,1032.75,34.42,1,7.001743545048673
WMB89D4F,Fresh Potatoes,Perishable,Produce,11,6,107,256,7.38,7.38,14,1.06,1,2025-07-10,2025-07-12,4.59,140.17,4.67,2,20.985010363805305
WMBAC57D,Tyson Milk,Perishable,Dairy,38,12,424,817,1.16,1.16,47,0.0,2,2025-07-10,2025-07-14,1.89,1367.28,45.58,4,4.3001314639364665
WM0770DC,Heinz Rolls Organic,Perishable,Bakery,23,18,250,587,6.01,6.01,19,0.91,1,2025-07-09,2025-07-10,6.39,279.54,9.32,0,19.63519377598558
WM99BDE2,Great Value Sauce 12oz,Perishable,Grocery,499,188,103,0,0.69,0.69,4,0.13,11,2025-06-28,2025-07-09,6.58,227.58,7.59,5,2.89855066636578
WMD40A8F,Fresh Avocados 16oz,Perishable,Produce,10,0,121,0,1.62,1.31,65,0.23,1,2025-07-08,2025-07-10,1.92,1744.38,58.15,0,1.9604470680755837
WM27D2B2,Heinz Yogurt,Perishable,Dairy,37,14,463,1023,9.93,9.93,38,0.85,1,2025-07-09,2025-07-11,4.8,558.85,18.63,1,14.922169217562146
WM868C48,Uncle Ben's Butter 16oz,Perishable,Dairy,49,13,60,0,2.62,2.62,21,0.19,2,2025-07-06,2025-07-09,5.24,1118.28,37.28,1,1.3948498310809427
WM4E0373,Great Value Earbuds 16oz,Non-Perishable,Electronics,433,410,421,0,20.96,20.96,35,8.12,7,2025-07-06,2025-07-13,5.07,1281.7,42.72,5,4.588014850173126
WM050B06,Campbell's Razor Blades,Perishable,Personal Care,569,118,328,57,4.74,4.74,91,1.15,13,2025-07-07,2025-07-22,4.87,1209.55,40.32,12,3.893849235821143
WM3998A1,Onions,Perishable,Produce,3,0,169,348,7.07,5.15,44,1.73,1,2025-07-08,2025-07-10,6.25,422.9,14.1,2,10.212765681144615
WM83580E,Campbell's Rolls 12oz,Perishable,Bakery,10,4,252,579,3.99,3.99,28,0.66,2,2025-07-10,2025-07-12,6.52,490.43,16.35,2,12.966360553744709
WMFACD9C,Barilla Rice 16oz,Perishable,Grocery,619,80,290,326,0.62,0.62,43,0.0,7,2025-07-06,2025-07-15,6.16,1179.88,39.33,5,6.102211767773113
WM225BDE,Fresh Lettuce,Perishable,Produce,8,0,196,223,5.02,4.33,53,0.56,2,2025-07-06,2025-07-09,0.45,859.73,28.66,3,2.791346839704317
WM0E9043,Sara Lee Cereal Organic,Perishable,Grocery,483,120,428,0,9.07,9.07,31,1.27,13,2025-06-24,2025-07-07,7.43,2351.33,78.38,3,5.281959868682522
WM07D448,Del Monte Rice 16oz,Non-Perishable,Grocery,609,307,356,475,1.31,1.31,42,0.0,9,2025-07-06,2025-07-17,7.6,1324.75,44.16,7,7.78985509938038
WME92805,Heinz Shampoo,Non-Perishable,Personal Care,530,439,80,0,3.49,3.49,80,0.58,8,2025-07-06,2025-07-16,5.49,2072.29,69.08,9,0.752750414326474
WMC91771,Kellogg's Bagels,Perishable,Bakery,47,25,288,0,9.7,9.7,6,1.36,2,2025-07-06,2025-07-10,8.6,1678.72,55.96,0,4.967834248538029
WMDA10A3,Canned Beans 12oz,Perishable,Grocery,456,195,247,0,9.46,9.46,54,1.01,13,2025-06-24,2025-07-07,4.45,909.4,30.31,4,4.124051540827487
WM5BD0FF,Del Monte Shampoo 16oz,Non-Perishable,Personal Care,528,333,149,0,15.47,15.47,32,2.95,8,2025-07-06,2025-07-14,3.4,878.32,29.28,6,1.0928961492338718
WM267FB6,Barilla Cereal,Perishable,Grocery,389,192,428,0,5.65,5.65,66,1.02,10,2025-07-06,2025-07-18,5.16,1916.67,63.89,8,2.770386628438094
WM0469A9,Tyson Cereal,Perishable,Grocery,534,429,383,0,3.14,3.14,71,0.58,12,2025-07-06,2025-07-18,7.16,2025.27,67.51,8,1.6590134269880754
WMEDBD51,Kellogg's Milk,Perishable,Dairy,34,0,392,380,7.58,7.58,33,0.0,1,2025-06-29,2025-06-30,5.84,1020.02,34.0,0,11.176470588235292
WM39C73C,Uncle Ben's Beef 12oz,Perishable,Meat,7,0,374,117,6.13,4.97,134,0.87,1,2025-07-06,2025-07-08,3.5,2036.18,67.87,0,1.5912773777725968
WM7668C5,Campbell's Sauce 12oz,Perishable,Grocery,514,371,96,0,7.18,7.18,78,1.07,7,2025-06-29,2025-07-06,8.12,1934.99,64.5,4,1.2093023255813953
WM41DD6B,Heinz Yogurt 16oz,Perishable,Dairy,43,29,282,684,1.9,1.9,12,0.12,1,2025-07-08,2025-07-11,4.73,411.0,13.7,1,13.284671717799274
WM2388EC,Tyson Chicken 12oz,Perishable,Meat,10,0,130,66,9.92,8.04,64,0.66,2,2025-07-09,2025-07-11,2.25,1095.55,36.52,1,1.5881708453722092
WMFCA2E7,Uncle Ben's Pasta 12oz,Perishable,Grocery,425,399,166,0,8.79,8.79,108,1.73,10,2025-06-27,2025-07-07,3.93,1561.6,52.05,5,2.0749279843044075
WM7FA0A8,Lettuce,Perishable,Produce,8,0,378,151,2.01,1.47,118,0.46,2,2025-07-06,2025-07-08,3.85,2325.05,77.5,0,1.8838709677419356
WMAD726B,Organic Pasta,Perishable,Grocery,415,322,488,658,4.57,4.57,33,0.54,12,2025-07-08,2025-07-21,4.03,644.6,21.49,11,15.960912222110885
WM4D6C80,Canned Soup 12oz,Non-Perishable,Grocery,624,51,156,0,5.71,5.71,46,0.61,12,2025-07-06,2025-07-18,4.25,2110.22,70.34,10,0.9098664107482274
WM106A65,Grapes,Perishable,Produce,11,0,202,6,9.5,8.55,196,1.51,1,2025-07-06,2025-07-08,8.26,2296.51,76.55,1,1.9856302278293592
WMB5F3FD,Great Value Butter,Perishable,Dairy,44,0,368,498,1.28,0.88,21,0.1,2,2025-07-06,2025-07-09,4.88,691.86,23.06,1,8.976583035299763
WM34EB6A,Organic Carrots 12oz,Perishable,Produce,6,2,100,0,9.79,9.79,8,1.4,2,2025-07-06,2025-07-09,4.93,1133.8,37.79,1,1.8788038708627597
WM923BE0,Campbell's Bagels 12oz,Perishable,Bakery,52,8,253,0,7.83,7.83,29,0.99,2,2025-07-06,2025-07-10,4.84,1703.94,56.8,1,0.9330986040827066
WM7C353F,Del Monte Pork,Perishable,Meat,7,1,484,1303,5.47,4.43,17,0.36,2,2025-07-09,2025-07-13,7.74,285.99,9.53,3,42.4973778959102
WMB0892F,Organic Apples,Perishable,Produce,12,0,435,474,3.13,2.29,16,0.41,1,2025-07-06,2025-07-09,4.19,361.12,12.04,0,9.883720961547676
WME93A39,Organic Lettuce 16oz,Perishable,Produce,4,0,411,509,9.69,7.06,41,1.09,2,2025-07-06,2025-07-10,5.86,499.08,16.64,1,14.663462076314122
WMFFAA80,Fresh Peppers,Perishable,Produce,12,0,220,109,3.7,3.33,111,0.5,1,2025-07-06,2025-07-07,6.46,2307.64,76.92,0,0.6240249758531443
WM7DE1E8,Heinz Yogurt,Perishable,Dairy,16,0,89,89,4.49,4.49,37,0.4,2,2025-07-06,2025-07-10,6.22,1395.4,46.51,4,0.7955278721837695
WM559344,Bananas 16oz,Perishable,Produce,13,0,64,15,1.51,1.1,25,0.32,2,2025-07-06,2025-07-08,2.99,535.15,17.84,0,1.4573990906736851
WM0D73F3,Campbell's Beans 12oz,Non-Perishable,Grocery,451,25,393,577,7.71,7.1,10,0.91,7,2025-07-06,2025-07-15,3.81,235.62,7.85,5,33.630573656975976
WMF115A7,Del Monte Beans,Non-Perishable,Grocery,493,422,295,0,9.78,9.78,4,1.55,13,2025-06-29,2025-07-12,5.84,579.39,19.31,6,10.616261298275257
WMD41C3A,Heinz Shampoo 16oz,Non-Perishable,Personal Care,704,509,187,0,7.07,7.07,5,1.63,10,2025-06-24,2025-07-04,3.71,287.45,9.58,0,6.471816335465595
WM898397,Great Value Beans,Perishable,Grocery,551,161,184,0,0.96,0.96,22,0.1,11,2025-06-23,2025-07-04,6.8,674.67,22.49,0,3.290351300715947
WMCD9B1C,Great Value Toothpaste,Non-Perishable,Personal Care,659,343,78,0,12.78,12.78,26,3.54,12,2025-06-24,2025-07-06,6.28,923.35,30.78,4,0.8447043346324744
WMF47019,Del Monte Lotion,Perishable,Personal Care,495,66,203,0,5.07,5.07,22,0.86,11,2025-06-25,2025-07-06,4.46,2049.41,68.31,3,2.57648962509527
WM79E389,Campbell's Butter,Perishable,Dairy,57,29,384,759,6.52,6.52,46,0.64,1,2025-07-10,2025-07-13,0.58,872.06,29.07,3,7.843137337238925
